date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:00	30964/30964	---M-Z	200	added ('OK')	text/css	etag:%2278f4-5665422e0d800-gzip%22	https://preview.colorlib.com/theme/appy/style.css	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/style.css	(from https://preview.colorlib.com/theme/appy/)
12:29:01	5384/5384	---M-Z	200	added ('OK')	text/css	etag:%221508-5c1f9a563584d-gzip%22	https://preview.colorlib.com/theme/appy/css/responsive.css	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/css/responsive.css	(from https://preview.colorlib.com/theme/appy/)
12:29:01	15514/15514	---M-Z	200	added ('OK')	application/javascript	etag:%223c9a-5665433dd9940-gzip%22	https://preview.colorlib.com/theme/appy/js/vendor/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/vendor/modernizr-2.8.3.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:02	3971/3971	---M--	200	added ('OK')	image/png	etag:%22f83-566542d215b00%22	https://preview.colorlib.com/theme/appy/images/logo.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/logo.png	(from https://preview.colorlib.com/theme/appy/)
12:29:02	10834/10834	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Mar%202018%2006:40:06%20GMT	https://preview.colorlib.com/theme/appy/blog.html	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/blog.html	(from https://preview.colorlib.com/theme/appy/)
12:29:02	119925/119925	---M--	200	added ('OK')	image/png	etag:%221d475-566542d02d680%22	https://preview.colorlib.com/theme/appy/images/header-mobile.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/header-mobile.png	(from https://preview.colorlib.com/theme/appy/)
12:29:03	4673/4673	---M--	200	added ('OK')	image/png	etag:%221241-56654275940c0%22	https://preview.colorlib.com/theme/appy/images/about-logo.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/about-logo.png	(from https://preview.colorlib.com/theme/appy/)
12:29:03	133763/133763	---M--	200	added ('OK')	image/png	etag:%2220a83-566542e804ec0%22	https://preview.colorlib.com/theme/appy/images/progress-phone.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/progress-phone.png	(from https://preview.colorlib.com/theme/appy/)
12:29:04	42541/42541	---M--	200	added ('OK')	image/jpeg	etag:%22a62d-566542fb17bc0%22	https://preview.colorlib.com/theme/appy/images/video-image.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/video-image.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:04	2630/2630	---M--	200	added ('OK')	image/png	etag:%22a46-566542d6da640%22	https://preview.colorlib.com/theme/appy/images/play-button.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/play-button.png	(from https://preview.colorlib.com/theme/appy/)
12:29:05	68523/68523	---M--	200	added ('OK')	image/png	etag:%2210bab-566542a72b5c0%22	https://preview.colorlib.com/theme/appy/images/feature-image.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/feature-image.png	(from https://preview.colorlib.com/theme/appy/)
12:29:05	10952/10952	---M--	200	added ('OK')	image/png	etag:%222ac8-566542ecc9a00%22	https://preview.colorlib.com/theme/appy/images/team-1.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/team-1.png	(from https://preview.colorlib.com/theme/appy/)
